GH9,GH8,GH44,GH5_35,GH5_7,GH5_8,GH5_13,GH5_5,GH6,GH5_46,GH5_26,GH5,GH5_24,GH5_40,GH5_19,GH5_25,GH5_4,GH5_28,GH5_27,GH12,GH5_36,GH45,CBM2|GH5_1,GH5_22,CBM4|GH9,CBM2|GH44,CBM8|GH44,CBM6|GH5_46
0.0173398033026571,0.00271328873817975,0.00340989489519362,0,0.000732442994007995,0,0.0106006174947226,0.00201856037941463,0.0028958496660441,0.00452582594132358,0.00056094199779384,0.000492426336179709,0.000452401535455742,0.00056169731925086,0.00256846374178418,0.00243388548110236,0.000508750660038618,0.000942830637357035,0.000489499703668435,0.00048208667557751,0.00300970046847732,0,0.000621573683231916,0.000132235438009382,0.000350357698416845,0.000252647900130717,0,0.000165921430347815
0.0140295417851446,0.00274191520801103,0.00489799427046807,0,0.00052000652915396,0.00030445578771375,0.010113595896387,0.0013646485130286,0.00481117162524152,0.00455387199999342,0.000154384096319437,0.00051063945577658,0.000805383044346225,0,0.00111653590830828,0.00153634659469682,0.000486585589292511,0.00206235700822962,0.000206821958257158,0.000429114850399695,0.00108892249753365,0,0.00129097496448504,0.000117705369332098,0.000233895218887387,7.49622916104006e-05,0,0.000147689934961413
0.0169579883806773,0.00172880333141799,0.00287165205401216,0,0.000830248153601565,0,0.00573315264212537,0.00163204580457467,0.00447361071021187,0.00210060647202748,0.000592576414057104,0.000561903214650153,0.000365044035848163,0,0.00178331431106052,0.00189949568053319,0.000704575549635381,0.00168703933967395,0.00058913361473656,0.000388997056573108,0.000556649309124334,0,0.00242415593800128,0.000320103409404652,0.000212028438561308,0.0001359081875785,0,0.000133882455785324
0.0155381391099283,0.00323613692420563,0.00568671448728599,0.000305313965160986,0.00162052520440368,0,0.005704724800171,0.00136581999603758,0.00705216224855615,0.00182799187729243,0.000760553323477009,0.00120290359234208,0.000758020879020379,0.000470575652725189,0.000650542146255213,0.0019112686783914,0.000998631495055219,0.00210959602826994,0.0009175103617269,0.000605819836382429,0.000503347946377214,0.000119842864829546,0.000867897565939858,0.000553917345000493,0.000880562165614517,0.000352769918480369,0.000227967760653536,0
0.0148107469138391,0.00336524209712603,0.0034564407925275,0.000302445090707685,0.00220715929731106,0.000283859079546877,0.00733828163418722,0.00196413181411745,0.00670815437041922,0.00193778924945421,0.000575759492791967,0.00254972486920889,0.000250299385413256,0,0.00104100124879679,0.000980058246405929,0.00112687706757313,0.00200852537368033,0.00071605873375491,0.000200042422200359,0.00082786725110634,0.000118716764576848,0.000515845433897371,0.000329227485349186,0.000363453327889063,0.000419346150527299,0.00030110089030454,0.000137698577883174
0.0117180634627975,0.00389624415464453,0.00425235156453202,8.14758344387238e-05,0.000871298502998937,0.000458813637509685,0.00578493237495717,0.00039349332645705,0.00649876606609536,0.00199776684466516,0.000116328103561237,0.00107200515823621,0.000505712075826561,0.000376732298689145,0.000320498111665302,0.000486000659983559,0.00102947475443942,0.00284239924221611,0.000389599815532417,0.000485005754611616,0.000578363669818546,0,0,0.000532144542856805,0.000469972195217359,0.000112967869483127,6.08352897142471e-05,0
0.0175866015884928,0.00390928985711461,0.00546478802190857,0,0.000946905892260781,0,0.0055777189031357,0.000918101694994646,0.00581133192147441,0.00262428265643782,0.00066136781174898,0.00154308557032217,0.000264305442597314,0.000571295075243218,0.000785180558740313,0.000613575333969026,0.00155912462529518,0.00190975867686325,0.00053802167739954,0.000422472479112242,0.00133762703205587,0.000250719648818947,0.000181570236369728,0.000231766759599372,0.00153516465943504,0.000147603864779243,0.000158974829177051,0.000290807614348264
0.0117845236099385,0.0031254728717948,0.00298604912408928,0.00052665999529165,0.000201546421888376,0,0.00286698934017512,0.000759926948808776,0.00460433915072243,0.000650104725491596,0.000559992906386058,0.000237208791445033,0.000653784821741358,0.000405866418389895,0.00120849200870825,0.000513352336802254,0,0.00364212112686421,0.000695453463491524,0.00069668408825982,0,0,0.000299420911028755,0.000191099091164141,0,0.000121704097949102,0,0
0.011956613394994,0.00372593924826458,0.00532136322724964,0.000971924399216162,0.00166821641187209,0.000379527302813439,0.00880617748754122,0.000736146900379237,0.00391864453812016,0.00156047811567077,0.000214985402543056,0.000182132405371597,0.000167328539910359,0.000411729619415792,0.000795341118481236,0.000659110614302517,0.000359469135439551,0.00281550479322382,0.000533979416859306,0.000534924308689808,0.000574101863692442,0,0.000229899787491051,0.000293457396127886,0,9.34461997298564e-05,0.000603870108476494,0.000184106740389175
0.0157686318738599,0.00503701913881776,0.00459456454555182,0.00103092529009722,0.0032433187904649,0.000353536047055257,0.00748551329148133,0.000869695253518262,0.00444773640604753,0.00254265555474512,0,0.00114477588317586,0.000779346704715406,0.000290288772582069,0.000802613055119593,0.000374484841229696,0.000503606067575343,0.00354286172969504,0.00085765529232054,0.000498290963959772,0.00144272574640822,0.000295714730948089,0.000642466522059807,0.000136680242814019,0,0.000261140106284282,0.00131253530951181,0.000514495548153585
0.0165876273339981,0.00347122721246277,0.00502767377913543,0.000411157650528867,0.0010283297608815,0.000274947322727963,0.0057381898979352,0.0015871106752622,0.00626338475119019,0.00226500402549025,0.000311490954229781,0.0010542397430423,0.000121220617655925,0.000298276186474578,0.000672212673908562,0.000624402696866765,0.0015970978639987,0.00278161718385811,0.000573616015110146,0.000193762089638998,0.000924286852967989,0.000344968953983449,0.000666200619537129,0.000637782774535275,0.000352042709358408,0.000270787184419837,0.000947855437019215,0.000266751061074826
0.0136478494768772,0.00396628812428159,0.00508973216274675,0.000491506452282183,0.00243903809253339,0.000265598204788341,0.00639963698834831,0.00127631021756054,0.00532920435783471,0.00264710046782773,0.000404040328530706,0.000827842693041328,0.000351296147712658,0.000506216739662894,0.000927650315260742,0.00143225663350291,0.000788107551372187,0.00248361290242134,0.000560528742439929,0.00037434707604026,0.000909718250018737,0.000555398115153189,0.000241330348513264,0.000102682675285341,0.000272057674718816,0.000523159049871945,0.000704327091216489,0
0.0139531605133805,0.00409703125928672,0.00494841519010229,0.000327430681229461,0.00181144331690529,0.000307309242718154,0.00551825806597003,0.000875957769091853,0.00433059896033553,0.00213663424950344,0.000311662064852972,0.000625662511958744,0.000270977115500244,0.000252331901130961,0.00059033355991419,0.000754005805992448,0.00101758236781963,0.00149209076006512,0.000432371555368121,0,0.00055794471878407,0.00025704838526425,0,0,0.000157391572093132,0.000302659446748553,0.000488963150635995,0
0.0159196946517331,0.00361546801025728,0.00408185610480631,0.000814892919686386,0.00188569446239676,0.000369444872593355,0.00682547938189723,0.00164750252583627,0.00584634587983412,0.00363801227964206,0.00121177441285336,0.00119628983757277,0.000488649991582836,0.000303351523826653,0.000645176899455712,0.00142009892931491,0.000546736923346923,0.00452548704220177,0.000519793849261045,0.00104142727864898,0.000948796781793306,0.000772554114418346,0.000111896162765162,0.000428492217241104,0.000378429941025525,0.000727709845328313,9.79713069543858e-05,0
